feature,berlin_election_2023_first_votes,berlin_election_2023_first_votes_percentage,berlin_election_2023_second_votes,berlin_election_2023_second_votes_percentage,berlin_election_2016_first_votes,berlin_election_2016_first_votes_percentage,berlin_election_2016_second_votes,berlin_election_2016_second_votes_percentage,difference_first_votes,difference_first_votes_percentage,difference_second_votes,difference_second_votes_percentage
Wahlberechtigte,30549,x,30549,x,31352,x,31352,x,-803,x,-803,x
ohne Wahlschein,19353,63.4,19353,63.4,24125,76.9,24125,76.9,-4772,-13.6,-4772,-13.6
mit Wahlschein,11196,36.6,11196,36.6,7227,23.1,7227,23.1,3969,13.6,3969,13.6
Wählende,21675,71,21675,71,23096,73.7,23096,73.7,-1421,-2.7,-1421,-2.7
darunter Briefwählende,9979,46,9979,46,6560,28.4,6560,28.4,3419,17.6,3419,17.6
Abgegebene Stimmen,21647,x,21661,x,23073,x,23093,x,-1426,x,-1432,x
Ungültige Stimmen,170,0.8,79,0.4,175,0.8,195,0.8,-5,0,-116,-0.5
Gültige Stimmen,21477,99.2,21582,99.6,22898,99.2,22898,99.2,-1421,0,-1316,0.5
SPD,2990,13.9,2849,13.2,3986,17.4,4159,18.2,-996,-3.5,-1310,-5
CDU,2633,12.3,2614,12.1,2055,9,2010,8.8,578,3.3,604,3.3
GRÜNE,8943,41.6,8154,37.8,8357,36.5,7267,31.7,586,5.1,887,6
DIE LINKE,3927,18.3,4131,19.1,4681,20.4,4896,21.4,-754,-2.2,-765,-2.2
AfD,730,3.4,758,3.5,1241,5.4,1323,5.8,-511,-2,-565,-2.3
FDP,851,4,936,4.3,849,3.7,1148,5,2,0.3,-212,-0.7
Die PARTEI,555,2.6,441,2,684,3,752,3.3,-129,-0.4,-311,-1.2
Tierschutzpartei,456,2.1,380,1.8,x,x,293,1.3,456,2.1,87,0.5
PIRATEN,x,x,75,0.3,667,2.9,686,3,-667,-2.9,-611,-2.6
Graue Panther,x,x,37,0.2,x,x,84,0.4,x,x,-47,-0.2
NPD,x,x,8,0,x,x,27,0.1,x,x,-19,-0.1
Gesundheitsforschung,x,x,20,0.1,x,x,68,0.3,x,x,-48,-0.2
LKR,x,x,3,0,x,x,51,0.2,x,x,-48,-0.2
DKP,x,x,47,0.2,x,x,65,0.3,x,x,-18,-0.1
SGP,x,x,10,0,x,x,34,0.1,x,x,-24,-0.1
BüSo,x,x,4,0,x,x,12,0.1,x,x,-8,0
B*,x,x,32,0.1,x,x,x,x,x,x,32,0.1
ÖDP,44,0.2,29,0.1,x,x,x,x,44,0.2,29,0.1
dieBasis,245,1.1,202,0.9,x,x,x,x,245,1.1,202,0.9
Bildet Berlin!,x,x,18,0.1,x,x,x,x,x,x,18,0.1
Die Grauen,x,x,48,0.2,x,x,x,x,x,x,48,0.2
du.,103,0.5,65,0.3,x,x,x,x,103,0.5,65,0.3
BÜNDNIS21,x,x,9,0,x,x,x,x,x,x,9,0
FREIE WÄHLER,x,x,35,0.2,x,x,x,x,x,x,35,0.2
Klimaliste Berlin,x,x,123,0.6,x,x,x,x,x,x,123,0.6
MIETERPARTEI,x,x,66,0.3,378,1.7,x,x,-378,-1.7,66,0.3
Die Humanisten,x,x,41,0.2,x,x,x,x,x,x,41,0.2
Team Todenhöfer,x,x,32,0.1,x,x,x,x,x,x,32,0.1
Volt,x,x,415,1.9,x,x,x,x,x,x,415,1.9
Sonstige,x,x,x,x,x,x,23,0.1,x,x,x,x
