feature,berlin_election_2023_first_votes,berlin_election_2023_first_votes_percentage,berlin_election_2023_second_votes,berlin_election_2023_second_votes_percentage,berlin_election_2016_first_votes,berlin_election_2016_first_votes_percentage,berlin_election_2016_second_votes,berlin_election_2016_second_votes_percentage,difference_first_votes,difference_first_votes_percentage,difference_second_votes,difference_second_votes_percentage
Wahlberechtigte,32549,x,32549,x,32441,x,32441,x,108,x,108,x
ohne Wahlschein,21214,65.2,21214,65.2,24454,75.4,24454,75.4,-3240,-10.2,-3240,-10.2
mit Wahlschein,11335,34.8,11335,34.8,7987,24.6,7987,24.6,3348,10.2,3348,10.2
Wählende,21499,66.1,21499,66.1,22810,70.3,22810,70.3,-1311,-4.3,-1311,-4.3
darunter Briefwählende,10176,47.3,10176,47.3,7407,32.5,7407,32.5,2769,14.9,2769,14.9
Abgegebene Stimmen,21483,x,21489,x,22743,x,22801,x,-1260,x,-1312,x
Ungültige Stimmen,254,1.2,115,0.5,303,1.3,279,1.2,-49,-0.1,-164,-0.7
Gültige Stimmen,21229,98.8,21374,99.5,22440,98.7,22522,98.8,-1211,0.1,-1148,0.7
SPD,4677,22,4120,19.3,6383,28.4,5557,24.7,-1706,-6.4,-1437,-5.4
CDU,3759,17.7,3672,17.2,2697,12,2558,11.4,1062,5.7,1114,5.8
GRÜNE,7830,36.9,7311,34.2,6900,30.7,6439,28.6,930,6.1,872,5.6
DIE LINKE,2426,11.4,2878,13.5,2765,12.3,3253,14.4,-339,-0.9,-375,-1
AfD,774,3.6,785,3.7,1554,6.9,1573,7,-780,-3.3,-788,-3.3
FDP,633,3,788,3.7,1020,4.5,1281,5.7,-387,-1.6,-493,-2
Die PARTEI,399,1.9,269,1.3,474,2.1,487,2.2,-75,-0.2,-218,-0.9
Tierschutzpartei,473,2.2,385,1.8,x,x,304,1.3,473,2.2,81,0.5
PIRATEN,x,x,60,0.3,541,2.4,521,2.3,-541,-2.4,-461,-2
Graue Panther,x,x,67,0.3,x,x,142,0.6,x,x,-75,-0.3
NPD,x,x,10,0,x,x,35,0.2,x,x,-25,-0.1
Gesundheitsforschung,x,x,18,0.1,x,x,59,0.3,x,x,-41,-0.2
LKR,x,x,3,0,x,x,60,0.3,x,x,-57,-0.3
DKP,x,x,30,0.1,x,x,56,0.2,x,x,-26,-0.1
SGP,x,x,16,0.1,106,0.5,69,0.3,-106,-0.5,-53,-0.2
BüSo,x,x,2,0,x,x,17,0.1,x,x,-15,-0.1
MENSCHLICHE WELT,x,x,24,0.1,x,x,83,0.4,x,x,-59,-0.3
B*,x,x,22,0.1,x,x,x,x,x,x,22,0.1
TIERSCHUTZ hier!,x,x,15,0.1,x,x,x,x,x,x,15,0.1
dieBasis,157,0.7,130,0.6,x,x,x,x,157,0.7,130,0.6
Bildet Berlin!,x,x,22,0.1,x,x,x,x,x,x,22,0.1
Die Grauen,x,x,38,0.2,x,x,x,x,x,x,38,0.2
du.,x,x,52,0.2,x,x,x,x,x,x,52,0.2
BÜNDNIS21,x,x,6,0,x,x,x,x,x,x,6,0
FREIE WÄHLER,101,0.5,47,0.2,x,x,x,x,101,0.5,47,0.2
Klimaliste Berlin,x,x,96,0.4,x,x,x,x,x,x,96,0.4
MIETERPARTEI,x,x,35,0.2,x,x,x,x,x,x,35,0.2
Die Humanisten,x,x,38,0.2,x,x,x,x,x,x,38,0.2
Team Todenhöfer,x,x,112,0.5,x,x,x,x,x,x,112,0.5
Volt,x,x,323,1.5,x,x,x,x,x,x,323,1.5
Sonstige,x,x,x,x,x,x,28,0.1,x,x,x,x
